,record_id,start_page,volume,numeric_pub_date,record_title,issue,pagination,url_doc_view,pub_id,review_type,reviewed_book_genre,genre_parsed
1487,124759552,532,23,19060701,"II FRANCIS WILSON'S ""JOSEPH JEFFERSON.""",5,,http://search.proquest.com/docview/124759552/,24243,single_focus,Nonfiction,nonfiction
1488,124757266,249,24,19061101,"The Balance of Power""",3,,http://search.proquest.com/docview/124757266/,24243,single_focus,Fiction,fiction
1489,90164064,252,35,19040901,Review 10 -- No Title,9,,http://search.proquest.com/docview/90164064/,25067,single_focus,Nonfiction,nonfiction
1490,90140590,259,13,18820812,"MEN, WOMEN, AND LOVERS.",16,259,http://search.proquest.com/docview/90140590/,25067,single_focus,Fiction,fiction
1492,89667287,339,LIII,19121101,The typical American and some others.,633,339,http://search.proquest.com/docview/89667287/,25244,single_focus,Nonfiction,nonfiction
1494,124755477,670,38,19140201,"""THE DOMINANT PASSION""",6,,http://search.proquest.com/docview/124755477/,24243,single_focus,Fiction,fiction
1495,89641010,216,II,18820101,A CLUMSY BIOGRAPHER.,21,216,http://search.proquest.com/docview/89641010/,25244,single_focus,Nonfiction,nonfiction
1496,90520984,99,72,19120111,Review 2 -- No Title,3293,99,http://search.proquest.com/docview/90520984/,24565,single_focus,Nonfiction,nonfiction
1498,124737521,373,36,19121201,"""The New Sin""",4,,http://search.proquest.com/docview/124737521/,24243,single_focus,Fiction - play,drama
1499,124907487,269,19,18930429,The Mother of the Salvation Army,584,269,http://search.proquest.com/docview/124907487/,24241,single_focus,Nonfiction,nonfiction
1501,90386133,11,35,18830607,Review 5 -- No Title,1801,11,http://search.proquest.com/docview/90386133/,24565,single_focus,Nonfiction,nonfiction
1504,90039134,249,15,18840726,"Mr. J. Parker Norris on ""Shakespeare's Bones.""",15,249,http://search.proquest.com/docview/90039134/,25067,single_focus,Nonfiction,nonfiction
1508,89683702,154,XLVIII,19100301,Autobiography of a ChineseAmerican.,569,154,http://search.proquest.com/docview/89683702/,25244,single_focus,Nonfiction,nonfiction
1514,89674572,134,LXI,19160907,A PROPHET OF EVOLUTION.,724,134,http://search.proquest.com/docview/89674572/,25244,single_focus,Nonfiction,nonfiction
1515,124913983,194,,18820715,Astronomical Works.,40,194,http://search.proquest.com/docview/124913983/,24238,single_focus,Nonfiction,nonfiction
1516,89659276,123,XXXIII,19020901,Court of the Grand Duchess of Saze-Weimar.,389,123,http://search.proquest.com/docview/89659276/,25244,single_focus,Fiction,fiction
1518,90564868,742,57,19040929,Review 1 -- No Title,2913,742,http://search.proquest.com/docview/90564868/,24565,single_focus,Nonfiction,nonfiction
1522,124752973,327,39,19140501,"MY LADY OF THE CHINESE COURTYARD""",3,,http://search.proquest.com/docview/124752973/,24243,single_focus,Fiction,fiction
1524,89640178,212,III,18830101,Review 3 -- No Title,33,212,http://search.proquest.com/docview/89640178/,25244,single_focus,Fiction - poetry,poetry
1528,124911435,292,,18821104,"""The Friendships of Mary Russell Mitford.""",48,292,http://search.proquest.com/docview/124911435/,24238,single_focus,Nonfiction,nonfiction
1531,124742206,94,51,19200301,THE POEMS OF HERBERT TRENCH,1,,http://search.proquest.com/docview/124742206/,24243,single_focus,Poetry,poetry
1533,90120206,441,23,18921203,POEMS OF HELEN JACKSON.,25,,http://search.proquest.com/docview/90120206/,25067,single_focus,Fiction - poetry,poetry
1534,90136399,132,16,18850418,THE RESCUE OF GREELY.,8,132,http://search.proquest.com/docview/90136399/,25067,single_focus,Nonfiction,nonfiction
1535,124738183,418,35,19120601,"II JOHN LAFARGE'S ""MASTERPIECES OF PAINTING""",4,,http://search.proquest.com/docview/124738183/,24243,single_focus,Nonfiction,nonfiction
1536,90179797,38,23,18920130,SMETHAM'S LETTERS.,3,,http://search.proquest.com/docview/90179797/,25067,single_focus,Nonfiction,nonfiction
1537,124902232,306,11,18890622,A New Epictetus,286,306,http://search.proquest.com/docview/124902232/,24241,single_focus,Nonfiction,nonfiction
1539,90604866,821,61,19061004,Review 6 -- No Title,3018,821,http://search.proquest.com/docview/90604866/,24565,single_focus,Fiction,fiction
1540,90133280,488,22,18911219,PRELUDES AND STUDIES.,26,,http://search.proquest.com/docview/90133280/,25067,single_focus,Nonfiction,nonfiction
1542,124739187,245,34,19111101,"Bought and Paid For""",3,,http://search.proquest.com/docview/124739187/,24243,single_focus,Fiction - play,drama
1544,90137495,435,23,18921203,THE OREGON TRAIL.,25,,http://search.proquest.com/docview/90137495/,25067,single_focus,Nonfiction,nonfiction
1545,89643057,95,XV.,18930816,A new text-book of Biology.,172,95,http://search.proquest.com/docview/89643057/,25244,single_focus,Nonfiction,nonfiction
1546,124761958,586,8,18990201,Review 16 -- No Title,6,,http://search.proquest.com/docview/124761958/,24243,single_focus,Fiction,fiction
1547,90292950,11,34,18820202,Review 6 -- No Title,1731,11,http://search.proquest.com/docview/90292950/,24565,single_focus,Nonfiction,nonfiction
1550,90323925,10,35,18830201,Literature.,1783,10,http://search.proquest.com/docview/90323925/,24565,single_focus,Fiction,fiction
1553,89663335,145,XXXVI,19040301,AN EPIC OF QUEEN BESS.,425,145,http://search.proquest.com/docview/89663335/,25244,single_focus,Fiction,fiction
1555,89671025,214,LVIII,19150318,The story of the French Revolution.,690,214,http://search.proquest.com/docview/89671025/,25244,single_focus,nonfiction,nonfiction
1558,89697959,255,,19250901,THE DOGMAS OF NATURALISM,,255,http://search.proquest.com/docview/89697959/,25244,single_focus,Nonfiction,nonfiction
1559,90107235,155,14,18830519,MISS BIRD AMONG THE MALAYS.,10,155,http://search.proquest.com/docview/90107235/,25067,single_focus,Nonfiction,nonfiction
1560,89667792,402,XXX,19010616,An important aid to the teaching of Psychology.,360,402,http://search.proquest.com/docview/89667792/,25244,single_focus,Nonfiction,nonfiction
1564,89671243,141,LIII,19120901,Chronicles of Anarchism.,629,141,http://search.proquest.com/docview/89671243/,25244,single_focus,Nonfiction,nonfiction
1565,90598714,435,90,19170602,BY WAY OF THE MEDIUM,3574,435,http://search.proquest.com/docview/90598714/,24565,single_focus,Fiction,fiction
1566,90068573,227,15,18840712,Review 2 -- No Title,14,227,http://search.proquest.com/docview/90068573/,25067,single_focus,Fiction - play,drama
1569,89672878,364,XXXI,19011116,POLITICAL PARTIES IN THE UNITED STAT ES.,370,364,http://search.proquest.com/docview/89672878/,25244,single_focus,Nonfiction,nonfiction
1570,90373136,11,34,18820406,Literature.,1740,11,http://search.proquest.com/docview/90373136/,24565,single_focus,Nonfiction,nonfiction
1571,124899809,98,,18850829,Reviews,87,98,http://search.proquest.com/docview/124899809/,24240,single_focus,Nonfiction,nonfiction
1572,89673510,290,XLII,19070501,Sound advice to college students.,501,290,http://search.proquest.com/docview/89673510/,25244,single_focus,Nonfiction,nonfiction
1573,124750562,323,42,19151101,"""THE SONG OF THE LARK""",3,,http://search.proquest.com/docview/124750562/,24243,single_focus,Fiction ,fiction
1579,124914482,51,,18860731,"Tolstoi's ""War and Peace.""",135,51,http://search.proquest.com/docview/124914482/,24241,single_focus,Fiction ,fiction
1580,90372895,11,36,18841225,Review 4 -- No Title,1882,11,http://search.proquest.com/docview/90372895/,24565,single_focus,Nonfiction,nonfiction
1581,124756142,300,12,19001101,Review 4 -- No Title,3,,http://search.proquest.com/docview/124756142/,24243,single_focus,Nonfiction,nonfiction
1585,124739526,435,31,19100601,"V ELIZABETH DEJEANS'S ""THE HEART OF DESIRE""",4,,http://search.proquest.com/docview/124739526/,24243,single_focus,Fiction,fiction
1587,89990815,1681,52,19000712,LITERATURE.,2693,1681,http://search.proquest.com/docview/89990815/,24565,single_focus,Nonfiction,nonfiction
1588,90139184,84,17,18860306,THE LIBRARY OF WONDERS.,5,84,http://search.proquest.com/docview/90139184/,25067,single_focus,Nonfiction ,nonfiction
1589,124895119,316,16,18911205,Books for the Young,414,316,http://search.proquest.com/docview/124895119/,24241,single_focus,Fiction,fiction
1590,124739868,170,52,19201001,A PROPHET OF JOY,2,,http://search.proquest.com/docview/124739868/,24243,single_focus,Nonfiction,nonfiction
1591,90590977,159,61,19060719,Review 2 -- No Title,3007,159,http://search.proquest.com/docview/90590977/,24565,single_focus,Nonfiction,nonfiction
1592,89639567,291,II,18820401,Review 3 -- No Title,24,291,http://search.proquest.com/docview/89639567/,25244,single_focus,Nonfiction,nonfiction
1596,124746690,771,60,19250201,MR. ELLIS'S PARTING SHOTS,6,,http://search.proquest.com/docview/124746690/,24243,single_focus,Nonfiction,nonfiction
1597,90362226,10,38,18860429,Literature.,1952,10,http://search.proquest.com/docview/90362226/,24565,single_focus,Nonfiction,nonfiction
1599,90580847,1286,59,19051130,Nedra,2974,1286,http://search.proquest.com/docview/90580847/,24565,single_focus,Fiction,fiction
1601,124913490,55,,18830210,False Pseudonyms.,58,55,http://search.proquest.com/docview/124913490/,24238,single_focus,Nonfiction - reference,nonfiction
1602,90530908,2019,54,19020821,LITERATURE,2803,2019,http://search.proquest.com/docview/90530908/,24565,single_focus,Nonfiction,nonfiction
1604,124876576,571,45,19041201,The Poetry of a Poet.,6,,http://search.proquest.com/docview/124876576/,24242,single_focus,Fiction,fiction
1606,90534596,213,55,19030122,Review 1 -- No Title,2825,213,http://search.proquest.com/docview/90534596/,24565,single_focus,Fiction,fiction
1607,90575465,327,58,19050209,Review 2 -- No Title,2932,327,http://search.proquest.com/docview/90575465/,24565,single_focus,Nonfiction,nonfiction
1608,124761613,493,8,18990101,Review 13 -- No Title,5,,http://search.proquest.com/docview/124761613/,24243,single_focus,Fiction,fiction
1611,90573412,1270,71,19111207,Review 3 -- No Title,3288,1270,http://search.proquest.com/docview/90573412/,24565,single_focus,Nonfiction,nonfiction
1612,90539956,1962,54,19020814,The Coasts of Bohemia,2802,1962,http://search.proquest.com/docview/90539956/,24565,single_focus,Nonfiction,nonfiction
1614,89998501,1266,52,19000524,Review 3 -- No Title,2686,1266,http://search.proquest.com/docview/89998501/,24565,single_focus,Nonfiction,nonfiction
1616,90129690,414,15,18841129,Hawthorne's Wonder Book.,24,414,http://search.proquest.com/docview/90129690/,25067,single_focus,Fiction,fiction
1619,89667624,60,XLIII,19070801,A FORGOTTEN CHAPTER IN WESTERN EXPLORATION.,507,60,http://search.proquest.com/docview/89667624/,25244,single_focus,Nonfiction,nonfiction
1624,90060122,481,14,18831229,TO LEEWARD.,26,481,http://search.proquest.com/docview/90060122/,25067,single_focus,Fiction,fiction
1626,90116399,107,14,18830407,TALKS ON ART.,7,107,http://search.proquest.com/docview/90116399/,25067,single_focus,Nonfiction,nonfiction
1628,124752167,195,14,19011001,Review 2 -- No Title,2,,http://search.proquest.com/docview/124752167/,24243,single_focus,Fiction,fiction
1629,90139762,331,13,18821007,Review 4 -- No Title,20,331,http://search.proquest.com/docview/90139762/,25067,single_focus,Nonfiction,nonfiction
1630,124745923,473,28,19090101,"""The Gentleman""",5,,http://search.proquest.com/docview/124745923/,24243,single_focus,Fiction,fiction
1634,89642616,219,XIV.,18930401,The charming letters of an English painter.,163,219,http://search.proquest.com/docview/89642616/,25244,single_focus,Nonfiction,nonfiction
1635,89678534,529,LXII,19170614,LLOYD GEORGE: The Man and His Story.,744,529,http://search.proquest.com/docview/89678534/,25244,single_focus,Nonfiction,nonfiction
1636,124902340,107,15,18910228,"""Socialism New and Old""",374,107,http://search.proquest.com/docview/124902340/,24241,single_focus,Nonfiction,nonfiction
1638,124741603,424,31,19100601,"""The Godparents""",4,,http://search.proquest.com/docview/124741603/,24243,single_focus,Fiction,fiction
1639,90137217,376,22,18911024,SCHLIEMANN'S EXCAVATIONS.,22,,http://search.proquest.com/docview/90137217/,25067,single_focus,Non-fiction,nonfiction
1640,124897217,379,19,18930610,Abelard and the Universities,590,379,http://search.proquest.com/docview/124897217/,24241,single_focus,Nonfiction,nonfiction
1641,90120238,239,15,18840726,ARCTIC EXPLORATION.,15,239,http://search.proquest.com/docview/90120238/,25067,single_focus,Nonfiction,nonfiction
1642,90399240,12,36,18840612,Review 6 -- No Title,1854,12,http://search.proquest.com/docview/90399240/,24565,single_focus,Nonfiction - biographical; poetry,nonfiction
1645,90633573,804,57,19041006,Review 8 -- No Title,2914,804,http://search.proquest.com/docview/90633573/,24565,single_focus,Nonfiction - historical,nonfiction
1648,90131919,265,15,18840809,Review 10 -- No Title,16,265,http://search.proquest.com/docview/90131919/,25067,single_focus,Fiction,fiction
1649,89673264,155,LVIII,19150304,Impressions things out of the ordinary.,689,155,http://search.proquest.com/docview/89673264/,25244,single_focus,Nonfiction,nonfiction
1650,90560925,1067,65,19081105,Review 7 -- No Title,3127,1067,http://search.proquest.com/docview/90560925/,24565,single_focus,Nonfiction,nonfiction
1653,124742132,366,33,19110601,AN UNKNOWN STORY BY BALZAC,4,,http://search.proquest.com/docview/124742132/,24243,single_focus,Fiction,fiction
1654,89674825,216,LXI,19160921,The supernatural in tragedy.,725,216,http://search.proquest.com/docview/89674825/,25244,single_focus,Nonfiction,nonfiction
1655,89679147,135,LXII,19170222,LIFE ON THE VELD.,736,135,http://search.proquest.com/docview/89679147/,25244,single_focus,Nonfiction,nonfiction
1657,124909516,16,,18870108,Half-Hour Readings.,158,16,http://search.proquest.com/docview/124909516/,24241,single_focus,Nonfiction,nonfiction
1665,90157990,363,17,18861030,THE HOUSE AT HIGH BRIDGE.,22,363,http://search.proquest.com/docview/90157990/,25067,single_focus,Fiction,fiction
1666,90493577,447,53,19010221,LITERATURE.,2725,447,http://search.proquest.com/docview/90493577/,24565,single_focus,Nonfiction,nonfiction
1667,90160472,208,32,19011201,WILD LIFE NEAR HOME.,12,,http://search.proquest.com/docview/90160472/,25067,single_focus,Nonfiction,nonfiction
1670,89682838,336,XLIX,19101101,Athletics in ancient Greece.,585,336,http://search.proquest.com/docview/89682838/,25244,single_focus,Nonfiction,nonfiction
1674,90422744,20,43,18910806,Literature.,2227,20,http://search.proquest.com/docview/90422744/,24565,single_focus,Dictionary,nonfiction
1675,89634846,9,X,18890501,THE INDUSTRIES OF JAPAN.,109,9,http://search.proquest.com/docview/89634846/,25244,single_focus,Nonfiction,nonfiction
1677,90194791,117,33,19020801,PRISONERS OF RUSSIA.,8,,http://search.proquest.com/docview/90194791/,25067,single_focus,Nonfiction,nonfiction
1678,124749101,142,28,19081001,"Weeping Cross""",,,http://search.proquest.com/docview/124749101/,24243,single_focus,Fiction ,fiction
1681,90556967,960,58,19050427,Review 1 -- No Title,2943,960,http://search.proquest.com/docview/90556967/,24565,single_focus,Fiction,fiction
1682,89650747,14,XXVIII,19000101,PROBLEMS OF COLONIAL GOVERNMENT.,325,14,http://search.proquest.com/docview/89650747/,25244,single_focus,Nonfiction,nonfiction
1683,90568424,153,68,19100120,Review 2 -- No Title,3190,153,http://search.proquest.com/docview/90568424/,24565,single_focus,Nonfiction,nonfiction
1686,90632525,148,73,19120718,Review 2 -- No Title,3320,148,http://search.proquest.com/docview/90632525/,24565,single_focus,Nonfiction,nonfiction
1687,124740057,277,53,19210501,Review 2 -- No Title,3,,http://search.proquest.com/docview/124740057/,24243,single_focus,Fiction - play,drama
1688,124910760,514,,18831215,The Fine Arts,95,514,http://search.proquest.com/docview/124910760/,24238,single_focus,Nonfiction,nonfiction
1689,124904121,304,19,18930513,Literature,586,304,http://search.proquest.com/docview/124904121/,24241,single_focus,Fiction - poetry,poetry
1690,124750513,602,25,19070801,"Spirit Lake""",6,,http://search.proquest.com/docview/124750513/,24243,single_focus,Fiction,fiction
1691,90619218,371,71,19110817,Literature,3272,371,http://search.proquest.com/docview/90619218/,24565,single_focus,Nonfiction,nonfiction
1696,90547989,421,68,19100224,Review 2 -- No Title,3195,421,http://search.proquest.com/docview/90547989/,24565,single_focus,Poetry,poetry
1700,90097003,326,13,18821007,A SKETCH OF UNITARIAN HISTORY.,20,326,http://search.proquest.com/docview/90097003/,25067,single_focus,Nonfiction,nonfiction
1701,90563162,798,62,19070404,The Prize and the Cost,3044,798,http://search.proquest.com/docview/90563162/,24565,single_focus,Nonfiction,nonfiction
1704,89692178,655,,19201201,THE REAL HUYSMANS,,655,http://search.proquest.com/docview/89692178/,25244,single_focus,Nonfiction,nonfiction
1706,124752593,269,26,19071101,"""Helena's Path""",3,,http://search.proquest.com/docview/124752593/,24243,single_focus,Fiction,fiction
1707,90571919,694,61,19060920,Contemporary France,3016,694,http://search.proquest.com/docview/90571919/,24565,single_focus,Nonfiction,nonfiction
1708,90575503,297,82,19150517,WHAT IS PAN-AMERICANISM?,3467,297,http://search.proquest.com/docview/90575503/,24565,single_focus,Nonfiction,nonfiction
1711,90498217,989,68,19100505,Review 4 -- No Title,3205,989,http://search.proquest.com/docview/90498217/,24565,single_focus,Fiction - play,drama
1713,89673446,247,XLIV,19080416,Bonapartism and French liberalism.,524,247,http://search.proquest.com/docview/89673446/,25244,single_focus,Nonfiction,nonfiction
1715,124901831,88,,18850822,"""Lectures on Teaching.""",86,88,http://search.proquest.com/docview/124901831/,24240,single_focus,Nonfiction - lecture,nonfiction
1717,124751360,306,27,19080501,"The Man of Yesterday""",3,,http://search.proquest.com/docview/124751360/,24243,single_focus,Fiction,fiction
1719,90593858,806,57,19041006,Review 3 -- No Title,2914,806,http://search.proquest.com/docview/90593858/,24565,single_focus,Fiction,fiction
1720,90587489,1429,72,19120627,Review 3 -- No Title,3316,1429,http://search.proquest.com/docview/90587489/,24565,single_focus,Nonfiction,nonfiction
1723,90638527,26,86,19160403,THE EAST AND THE WEST,3513,26,http://search.proquest.com/docview/90638527/,24565,single_focus,Nonfiction,nonfiction
1724,90617894,252,86,19160515,THE ROMANY RYE AGAIN,3519,252,http://search.proquest.com/docview/90617894/,24565,single_focus,Nonfiction,nonfiction
1726,90351836,16,41,18890314,Literature.,2102,16,http://search.proquest.com/docview/90351836/,24565,single_focus,Nonfiction,nonfiction
1730,89674596,83,LII,19120201,MIRTHFUL MOODS OF A LIBRARIAN.,615,83,http://search.proquest.com/docview/89674596/,25244,single_focus,Fiction,fiction
1732,89673990,272,LII,19120401,ANNALS OF A GREAT AMERICAN PUBLISHING HOUSE.,619,272,http://search.proquest.com/docview/89673990/,25244,single_focus,Nonfiction,nonfiction
1733,89678037,284,XLIX,19101016,GROVE'S DICTIONARY COMPLETED.,584,284,http://search.proquest.com/docview/89678037/,25244,single_focus,Nonfiction,nonfiction
1737,90411571,11,37,18850122,Review 4 -- No Title,1886,11,http://search.proquest.com/docview/90411571/,24565,single_focus,Nonfiction,nonfiction
1740,89668442,278,XLVIII,19100416,Jane Austen as revealed in her norles.,572,278,http://search.proquest.com/docview/89668442/,25244,single_focus,Nonfiction,nonfiction
1741,124738350,319,33,19110501,SEVEN BOOKS OF THE MONTH,3,,http://search.proquest.com/docview/124738350/,24243,single_focus,Nonfiction,nonfiction
1742,90424662,13,38,18861216,Review 7 -- No Title,1985,13,http://search.proquest.com/docview/90424662/,24565,single_focus,Nonfiction,nonfiction
1743,90593466,1295,64,19080604,Review 6 -- No Title,3105,1295,http://search.proquest.com/docview/90593466/,24565,single_focus,Nonfiction,nonfiction
1747,124900053,51,,18850801,Under the Aurora's Rays.,83,51,http://search.proquest.com/docview/124900053/,24240,single_focus,Nonfiction,nonfiction
1749,89645209,262,V,18850201,SHAKESPERE'S PREDECESSORS.,58,262,http://search.proquest.com/docview/89645209/,25244,single_focus,Nonfiction,nonfiction
1750,90140107,293,13,18820909,MISS COBBE'S ESSAYS.,18,293,http://search.proquest.com/docview/90140107/,25067,single_focus,Nonfiction,nonfiction
1755,124898612,265,12,18891130,Holiday Publications,309,265,http://search.proquest.com/docview/124898612/,24241,single_focus,Fiction,fiction
1757,89641877,276,III,18830401,Review 2 -- No Title,36,276,http://search.proquest.com/docview/89641877/,25244,single_focus,Nonfiction,nonfiction
1758,124750476,270,28,19081101,III LADY CHARLOTTE BURY'S MEMOIRS (QUEEN CAROLINE),3,,http://search.proquest.com/docview/124750476/,24243,single_focus,Nonfiction,nonfiction
1760,89665227,290,XLIX,19101016,Review 2 -- No Title,584,290,http://search.proquest.com/docview/89665227/,25244,single_focus,Nonfiction,nonfiction
1763,124751438,393,25,19070601,"""A Dangerville Inheritance""",4,,http://search.proquest.com/docview/124751438/,24243,single_focus,Fiction,fiction
1765,124753124,488,24,19070101,"""The Breath of the Runners""",5,,http://search.proquest.com/docview/124753124/,24243,single_focus,Fiction,fiction
1766,90549027,34,90,19170402,GOOD BUSINESS,3565,34,http://search.proquest.com/docview/90549027/,24565,single_focus,Nonfiction,nonfiction
1767,89634692,0_002,X,18891101,THE TRANSLATOR OF OMAR KHAYYAM.,115,0_002,http://search.proquest.com/docview/89634692/,25244,single_focus,Nonfiction,nonfiction
1770,124902507,279,11,18890601,Literature,283,279,http://search.proquest.com/docview/124902507/,24241,single_focus,Nonfiction,nonfiction
1771,90553394,266,56,19040204,Greek Sculpture,2879,266,http://search.proquest.com/docview/90553394/,24565,single_focus,Nonfiction,nonfiction
1772,89678779,245,LXII,19170322,A NEW FRENCH BOOK.,738,245,http://search.proquest.com/docview/89678779/,25244,single_focus,Nonfiction,nonfiction
1774,124899209,40,,18890126,"""Paradoxes of a Philistine""",265,40,http://search.proquest.com/docview/124899209/,24241,single_focus,Nonfiction,nonfiction
1775,89688826,97,LXXII,19220101,THE ANALYSIS OF MIND,,97,http://search.proquest.com/docview/89688826/,25244,single_focus,Fiction,fiction
1777,124908327,63,,18840209,"""The Wild Tribes of the Soudan.""",,63,http://search.proquest.com/docview/124908327/,24239,single_focus,Nonfiction,nonfiction
1781,89640297,207,V,18841201,A POEM OF LOVE AND FAITH.,56,207,http://search.proquest.com/docview/89640297/,25244,single_focus,Nonfiction,nonfiction
1784,90556551,269,56,19040204,Olim Meminisse.,2879,269,http://search.proquest.com/docview/90556551/,24565,single_focus,Nonfiction,nonfiction
1785,89666586,95,XLIII,19070816,A tragedy of anti-Semitism.,508,95,http://search.proquest.com/docview/89666586/,25244,single_focus,Fiction - play,drama
1786,90156369,111,17,18860403,FICTION.,7,111,http://search.proquest.com/docview/90156369/,25067,single_focus,Fiction,fiction
1787,90086913,224,35,19040801,Review 5 -- No Title,8,,http://search.proquest.com/docview/90086913/,25067,single_focus,Fiction,fiction
1788,90146355,331,24,18931007,JARED SPARKS.,20,,http://search.proquest.com/docview/90146355/,25067,single_focus,Nonfiction,nonfiction
1790,90573691,209,56,19040128,Review 5 -- No Title,2878,209,http://search.proquest.com/docview/90573691/,24565,single_focus,Nonfiction,nonfiction
1791,124738077,657,34,19120201,"The Transformation of Krag""",6,,http://search.proquest.com/docview/124738077/,24243,single_focus,Fiction,fiction
1793,89644181,128,VII,18861001,ILLS OF THE FLESH.,78,128,http://search.proquest.com/docview/89644181/,25244,single_focus,Nonfiction,nonfiction
1794,89673157,95,L,19110201,Library history in a nutshell.,591,95,http://search.proquest.com/docview/89673157/,25244,single_focus,Nonfiction,nonfiction
1795,124740753,486,32,19110101,SEVEN BOOKS OF THE MONTH,5,,http://search.proquest.com/docview/124740753/,24243,single_focus,Nonfiction,nonfiction
1796,89675402,12,XLVI,19090101,A GREAT ACTOR'S BIOGRAPHY.,541,12,http://search.proquest.com/docview/89675402/,25244,single_focus,Nonfiction,nonfiction
1797,89673945,453,XLV,19081216,HENLEY'S LITERARY MONUMENT.,540,453,http://search.proquest.com/docview/89673945/,25244,single_focus,Nonfiction,nonfiction
1798,124897390,233,19,18930415,"""Green Fields and Running Brooks""",582,233,http://search.proquest.com/docview/124897390/,24241,single_focus,Nonfiction,nonfiction
1799,89681320,138,XLVI,19090301,"COURTS, CONGRESS, AND EXECUTIVE.",545,138,http://search.proquest.com/docview/89681320/,25244,single_focus,Nonfiction,nonfiction
1800,90545323,368,99,19190913,Taking It Quietly,3692,368,http://search.proquest.com/docview/90545323/,24565,single_focus,Nonfiction,nonfiction
1801,90451453,15,45,18930323,THE MEMOIRS OF DEAN HOLE.,2312,15,http://search.proquest.com/docview/90451453/,24565,single_focus,Nonfiction - memoir,nonfiction
1804,124898571,316,20,18931118,"""Balcony Stories""",613,316,http://search.proquest.com/docview/124898571/,24241,single_focus,Fiction,fiction
1806,90614836,562,114,19250516,General Lee in English Eyes,3911,562,http://search.proquest.com/docview/90614836/,24567,single_focus,Nonfiction,nonfiction
1807,89688108,219,LXV,19180919,KARMA.,773,219,http://search.proquest.com/docview/89688108/,25244,single_focus,Fiction - play,drama
1808,90133147,275,14,18830825,RICH'S HISTORY OF TRURO.,17,275,http://search.proquest.com/docview/90133147/,25067,single_focus,Nonfiction,nonfiction
1809,90503761,775,69,19101006,Review 2 -- No Title,3227,775,http://search.proquest.com/docview/90503761/,24565,single_focus,Nonfiction,nonfiction
1811,89679279,161,,19170830,Edith Wharton,748,161,http://search.proquest.com/docview/89679279/,25244,single_focus,Fiction,fiction
1812,124738804,315,35,19120501,"VIII LEROY SCOTT'S ""THE COUNSEL FOR THE DEFENSE""",3,,http://search.proquest.com/docview/124738804/,24243,single_focus,Fiction,fiction
1813,90300908,9,32,18800610,Literature.,1645,9,http://search.proquest.com/docview/90300908/,24565,single_focus,Fiction- poetry,poetry
1814,90588937,207,73,19120725,Review 2 -- No Title,3321,207,http://search.proquest.com/docview/90588937/,24565,single_focus,Fiction,fiction
1816,90547373,481,67,19090826,Review 5 -- No Title,3169,481,http://search.proquest.com/docview/90547373/,24565,single_focus,Nonfiction,nonfiction
1817,89673497,111,LVII,19140816,Moralities and allegories.,676,111,http://search.proquest.com/docview/89673497/,25244,single_focus,Fiction - play,drama
1819,124756351,429,25,19070601,"VI HAROLD BINDLOSS'S ""THE DUST OF CONFLICT""",4,,http://search.proquest.com/docview/124756351/,24243,single_focus,Nonfiction,nonfiction
1820,89676819,425,LIX,19151111,Platitudes for the college student.,705,425,http://search.proquest.com/docview/89676819/,25244,single_focus,Nonfiction,nonfiction
1821,90559186,1448,68,19100630,Review 4 -- No Title,3213,1448,http://search.proquest.com/docview/90559186/,24565,single_focus,Nonfiction,nonfiction
1822,89676561,341,LX,19160330,Norman history and influence.,715,341,http://search.proquest.com/docview/89676561/,25244,single_focus,Nonfiction,nonfiction
1825,124740603,503,32,19110101,"Italian Fantasies""",5,,http://search.proquest.com/docview/124740603/,24243,single_focus,Nonfiction,nonfiction
1826,89672338,325,LII,19120416,The history of classical studies.,620,325,http://search.proquest.com/docview/89672338/,25244,single_focus,Nonfiction,nonfiction
1827,89671017,54,LVIII,19150116,Autobiography of a woman terrorist.,686,54,http://search.proquest.com/docview/89671017/,25244,single_focus,Nonfiction,nonfiction
1830,90411706,10,38,18860819,Review 3 -- No Title,1968,10,http://search.proquest.com/docview/90411706/,24565,single_focus,Religion,nonfiction
1832,90540648,695,68,19070919,Review 8 -- No Title,3068,695,http://search.proquest.com/docview/90540648/,24565,single_focus,Nonfiction,nonfiction
1840,90604795,1566,65,19081224,Review 3 -- No Title,3134,1566,http://search.proquest.com/docview/90604795/,24565,single_focus,Nonfiction - travel writing,nonfiction
1842,90562826,47,78,19140406,TODAY'S HISTORY,3409,47,http://search.proquest.com/docview/90562826/,24565,single_focus,Nonfiction,nonfiction
1844,124738773,317,33,19110501,"""Wandering Ghosts""",3,,http://search.proquest.com/docview/124738773/,24243,single_focus,Fiction,fiction
1846,89667070,52,LI,19110716,Florentine yesterdays and todays.,602,52,http://search.proquest.com/docview/89667070/,25244,single_focus,Nonfiction,nonfiction
1848,89701538,0_021,,19200201,REVOLUTION AND THE FRENCH PEASANT,,0_021,http://search.proquest.com/docview/89701538/,25244,single_focus,Nonfiction,nonfiction
1849,124743174,76,49,19190301,THE FRIVOLITIES OF THE VICTORIANS,1,,http://search.proquest.com/docview/124743174/,24243,single_focus,Fiction,fiction
1857,90575051,1316,67,19091209,Christianity in the Orient,3184,1316,http://search.proquest.com/docview/90575051/,24565,single_focus,Nonfiction,nonfiction
